ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	GeneRatioNum	BgRatioNum	FoldEnrich	FDR	minusLog10FDR	Term
GO:0000727	DNA replication initiation	9/1947	12/5878	0.75	2.264252696456086	3.085054080139929	0.0036399978612351954	0.16119990528327294	0.15928411693525443	NCU08119/NCU02539/NCU09261/NCU04378/NCU08009/NCU05194/NCU01171/NCU04327/NCU02241	9	0.004622496147919877	0.002041510717931269	2.2642526964560865	0.16119990528327294	0.7926352177106055	DNA replication initiation
GO:0006261	DNA repair	11/1947	15/5878	0.7333333333333333	2.213935969868173	3.3127660116436504	0.0016826967850199761	0.15426489647921407	0.15243152759066655	NCU02687/NCU09261/NCU06769/NCU08476/NCU08706/NCU08427/NCU00133/NCU10155/NCU01164/NCU10467/NCU10053	11	0.005649717514124294	0.0025518883974140864	2.213935969868173	0.15426489647921407	0.8117328879342469	DNA repair
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8/1947	11/5878	0.7272727272727273	2.1956389783816594	2.7931718883930956	0.008400267863218663	0.2604083037597785	0.2573134682312243	NCU00777/NCU03396/NCU06409/NCU07956/NCU08668/NCU07041/NCU04159/NCU02428	8	0.004108885464817668	0.00187138482477033	2.1956389783816594	0.2604083037597785	0.5843451713344419	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0006559	L-phenylalanine catabolic process	7/1947	10/5878	0.7	2.1133025166923467	2.4795760759953756	0.01887018505221099	0.48747978051545054	0.48168630264854373	NCU02485/NCU01830/NCU08771/NCU10546/NCU05537/NCU05499/NCU09391	7	0.0035952747817154596	0.001701258931609391	2.113302516692347	0.48747978051545054	0.31204339307862583	L-phenylalanine catabolic process
GO:0030148	3-keto-sphinganine metabolic process	7/1947	10/5878	0.7	2.1133025166923467	2.4795760759953756	0.01887018505221099	0.48747978051545054	0.48168630264854373	NCU00983/NCU06465/NCU00447/NCU08976/NCU08985/NCU04462/NCU06694	7	0.0035952747817154596	0.001701258931609391	2.113302516692347	0.48747978051545054	0.31204339307862583	3-keto-sphinganine metabolic process
GO:0006270	DNA replication initiation	13/1947	19/5878	0.6842105263157895	2.065634038872219	3.2740283458361175	0.001727831601081612	0.15426489647921407	0.15243152759066655	NCU08119/NCU07430/NCU02539/NCU02683/NCU02965/NCU02776/NCU04378/NCU08009/NCU05194/NCU03597/NCU01171/NCU04327/NCU02241	13	0.00667693888032871	0.003232391970057843	2.065634038872219	0.15426489647921407	0.8117328879342469	DNA replication initiation
GO:0006694	coenzyme A metabolic process	7/1947	11/5878	0.6363636363636364	1.921184106083952	2.1520087548759084	0.03719254013294754	0.6782169083066903	0.6701566054915006	NCU02502/NCU00712/NCU08280/NCU04461/NCU03752/NCU07072/NCU09565	7	0.0035952747817154596	0.00187138482477033	1.921184106083952	0.6782169083066903	0.1686313872315414	coenzyme A metabolic process
GO:0018126	DNA topological change	7/1947	11/5878	0.6363636363636364	1.921184106083952	2.1520087548759084	0.03719254013294754	0.6782169083066903	0.6701566054915006	NCU09102/NCU02104/NCU11249/NCU03037/NCU07885/NCU07266/NCU06993	7	0.0035952747817154596	0.00187138482477033	1.921184106083952	0.6782169083066903	0.1686313872315414	DNA topological change
GO:0000032	cell wall mannoprotein biosynthetic process	8/1947	13/5878	0.6153846153846154	1.8578483663229428	2.179001331731182	0.0332172936205759	0.6782169083066903	0.6701566054915006	NCU02635/NCU09332/NCU05680/NCU08024/NCU01388/NCU08939/NCU06003/NCU02322	8	0.004108885464817668	0.0022116366110922084	1.8578483663229426	0.6782169083066903	0.1686313872315414	cell wall mannoprotein biosynthetic process
GO:0030968	endoplasmic reticulum unfolded protein response	8/1947	13/5878	0.6153846153846154	1.8578483663229428	2.179001331731182	0.0332172936205759	0.6782169083066903	0.6701566054915006	NCU00692/NCU09265/NCU00146/NCU03694/NCU01296/NCU06704/NCU10046/NCU06091	8	0.004108885464817668	0.0022116366110922084	1.8578483663229426	0.6782169083066903	0.1686313872315414	endoplasmic reticulum unfolded protein response
