"seqnames","start","end","name","strand","logFC_cac1","PValue_cac1","FDR_cac1","logFC_cac2","PValue_cac2","FDR_cac2","logFC_cac3","PValue_cac3","FDR_cac3","logFC_set7","PValue_set7","FDR_set7","logFC_ash1","PValue_ash1","FDR_ash1"
"CM002236.1",1201,1500,".","*",0.675826685400033,0.0670183323986342,0.173935238065737,0.390698049966532,0.282853894365505,0.494029809756838,-3.05196774472612,2.04106022967728e-14,9.73705791922513e-14,-4.98878432702279,6.84381671661472e-28,1.02571393990974e-25,-1.31356177655105,0.00128545600514977,0.00416446665849452
"CM002236.1",1501,1800,".","*",1.32792912560105,0.000277969971957481,0.00139731599539783,0.407998645935228,0.241604880863892,0.444648014479462,-2.99730598585649,5.59836535392836e-15,2.81421960869994e-14,-4.92852104695209,1.84452162075642e-27,2.24386055165018e-25,-1.46690564301796,0.000190973148012359,0.000734024753734707
"CM002236.1",1801,2100,".","*",0.711111701518736,0.0629411516268633,0.165552239900712,0.439412575518371,0.240308276192434,0.443603972667825,-3.54845962016328,3.40709757677775e-17,2.21643540221932e-16,-5.45415742258421,1.20013131816511e-28,2.65447227008702e-26,-1.22635076891423,0.00380642158637474,0.010857003188335
"CM002236.1",2101,2400,".","*",0.696248767418759,0.0730953146062827,0.186026046482307,0.349271327006122,0.360725138005189,0.580296545949664,-3.70771523922271,2.68057854188738e-17,1.77707018866812e-16,-4.37319688554921,9.34334128214593e-21,2.31962748361847e-19,-1.36933136082728,0.00142516009584096,0.004568398568091
"CM002236.1",2401,2700,".","*",0.328208093861944,0.381357889907772,0.592420863031525,0.414628060565778,0.265216483926774,0.474957315026345,-4.6017806560318,1.74314664698098e-24,4.9895009318879e-23,-5.25077230359916,1.57921912090449e-28,3.20186676763385e-26,-1.51105784951951,0.000308155219022728,0.00113769597554218
"CM002236.1",3301,3600,".","*",0.856934368051286,0.0325765111470947,0.097130700515786,-0.105171421925729,0.792034677670854,0.893379865912465,-2.62757258783865,4.89521949371327e-08,1.27244327224406e-07,-1.01312171903452,0.0267258946413137,0.0272866561738633,-0.379707632888714,0.40129877604835,0.47845106722315
"CM002236.1",3601,3900,".","*",0.469453589679161,0.242906352805605,0.449422932605352,0.249211722767109,0.544765384555412,0.740041418550149,-2.07131370008059,5.06024575711533e-05,9.70179505678613e-05,-0.990982822207987,0.0339872032646107,0.0345697598423068,-0.137242550913549,0.767080973924943,0.811085619104471
"CM002236.1",3901,4200,".","*",0.133652993347051,0.740790181118763,0.8656784393189,0.064151086188554,0.874044101868589,0.935348943135091,-1.46832604103191,0.0017151186240624,0.00278936070343839,-1.48937112292241,0.00160567045923037,0.001707428421026,-0.613181625693869,0.178026775381286,0.247649596628169
"CM002236.1",4201,4500,".","*",0.258291857870595,0.516241641095148,0.709613510047737,0.331760278100206,0.402553399339579,0.616864233340651,-2.2051923617975,3.30065324323844e-06,7.15092550382825e-06,-0.778195958728151,0.0947018581783625,0.0954867886232722,-0.462328053759462,0.30184129077377,0.381694314164543
"CM002236.1",4501,4800,".","*",0.395991253636848,0.294814574057327,0.506556397373925,0.624103477213075,0.0980535787738141,0.229736840128612,-2.75436163290715,1.23369185175569e-09,3.73794803900573e-09,-1.67403479735048,8.21357317096489e-05,9.3250693070264e-05,-0.268294746630537,0.523538154772499,0.592411506433409
"CM002236.1",4801,5100,".","*",1.00050507204567,0.0126659708675409,0.0437110739301093,0.829140101329621,0.0395576067910227,0.108382496984863,-1.83995409050591,8.49100715999875e-05,0.000158668359602742,-1.31240318142087,0.00390499521588157,0.00410049778171768,-0.183490301337071,0.681046537310466,0.735131422039203
"CM002236.1",5101,5400,".","*",0.985482886305909,0.0292472634537107,0.0889482399785977,0.143281992090633,0.745940192367859,0.868037260957578,-3.00257910664669,7.44539163878846e-08,1.90479893345661e-07,-2.52539744186242,1.82549096033622e-06,2.25224112905579e-06,-0.470704715714197,0.341985436077888,0.421256749578338
"CM002236.1",5401,5700,".","*",0.842050320065401,0.0448480756143402,0.127322483045146,0.44771763794276,0.277717842031052,0.490339266808092,-3.67214635799235,5.56303943107582e-12,2.11813379277112e-11,-2.28241944444397,2.05751936685407e-06,2.53465550357264e-06,-0.700605967408145,0.131046529744312,0.195006854353462
"CM002236.1",5701,6000,".","*",-0.15380779367886,0.689803631673105,0.832274461726945,-0.325449104301418,0.395069491238172,0.611842184711949,-4.13815834346321,7.59273529977808e-18,5.40149853343862e-17,-3.83019538856499,2.022530542403e-16,1.11147198837844e-15,-0.84824836840584,0.0516403603868224,0.0941131062330629
"CM002236.1",6001,6300,".","*",0.680307265760079,0.0853224460849792,0.211510524201877,0.633768739065522,0.103771317812232,0.239767916654472,-3.98871724738593,5.90787129125349e-17,3.6856027824666e-16,-3.3108420212847,1.05506614094791e-12,2.35286518875002e-12,-0.724009556999723,0.0942555898269773,0.152984556403626
"CM002236.1",16201,16500,".","*",1.47691332904733,0.000176801433419058,0.000931077678589974,0.286770272976497,0.459617157339884,0.671986391315941,-2.54413860561558,5.30879533842166e-08,1.37407436791276e-07,-2.55410081314903,1.85263367508405e-08,2.56396913053441e-08,-0.86104817126555,0.0479596615246068,0.0883983761283093
