"seqnames","start","end","name","strand","logFC_WT","PValue_WT","FDR_WT","logFC_cac1","PValue_cac1","FDR_cac1","logFC_cac2","PValue_cac2","FDR_cac2","logFC_cac3","PValue_cac3","FDR_cac3","logFC_set7","PValue_set7","FDR_set7"
"CM002236.1",2578,3378,".","-",0.914749486927172,0.000940320218258376,0.00202229123862619,0.670873532673948,0.0160766326369351,0.0218369521019962,0.920723648762019,0.000882445383604227,0.00302102475713488,1.24089737700417,7.03588314106377e-06,4.14129612952087e-05,0.881110953678347,0.00436269611874333,0.0146338796155912
"CM002236.1",2677,3477,".","+",0.938207286700016,0.000604793306549815,0.00142245603488233,0.678744318847866,0.0138426003961732,0.0190335755447382,0.969875587454128,0.000397585480625844,0.00167240537306301,1.21526224620776,8.6798625418473e-06,4.73511200453621e-05,0.925732370767845,0.00248513229582267,0.00986700455915392
"CM002236.1",15429,16229,".","+",-0.132879057687365,0.641866116164233,0.665675678433076,-0.830196481028149,0.00492554857376341,0.00747747306107522,-0.295705828561939,0.302953077721914,0.370275983882339,-0.150118119814495,0.599670100825838,0.640730314735887,0.600309828330895,0.0538244568846052,0.0940526316915887
"CM002236.1",16940,17740,".","+",0.768121333953455,0.00274722404972368,0.00488962158452145,0.836729849480659,0.00118249062942873,0.00212152730573979,0.95500880432563,0.000203891417557093,0.00102097866552843,1.02222249712207,6.95235943974404e-05,0.000233251659203413,1.04758535751011,0.000267338937173314,0.00177277546473866
"CM002236.1",34480,35280,".","+",0.686343471504504,0.00995697547200984,0.0151853549476793,0.523748936269857,0.0519841243957423,0.0656899199049776,1.03628104226648,9.95271153552998e-05,0.000644053661819317,1.04646431072201,8.70040317798192e-05,0.00028202756195294,1.48668377094119,8.41656135449022e-07,5.64751266886294e-05
"CM002236.1",42332,43132,".","-",-0.529612395270987,0.0666197923629175,0.084662652794541,-0.2560362340506,0.365046476679444,0.396995438982021,-0.212374091080525,0.450442307393707,0.516661176514833,-0.64164240331277,0.023733866414133,0.0347321055345627,-0.329672900999915,0.290956927375502,0.366977628325117
"CM002236.1",44251,45051,".","-",-1.08323094429563,0.000193255842622811,0.000551807108084708,-1.58064190573534,9.57257412848083e-08,1.18984437840837e-06,-1.16897353393287,5.57031918137404e-05,0.000397625975606594,-1.25445093752578,1.75404503804009e-05,8.11699462430968e-05,-0.804599055410623,0.00980105393622625,0.0252942584277224
"CM002236.1",47854,48654,".","-",0.826701065210595,0.000983240289581031,0.00208782985540782,1.01513276447807,5.52495437426088e-05,0.000149485660690687,0.761715500749182,0.0024128281223796,0.00655468692354944,1.20314247120674,1.52542817673317e-06,1.32930169686748e-05,0.724124956545164,0.00979467659001182,0.0252942584277224
"CM002236.1",58645,59445,".","+",-0.490964413477824,0.0759143438107442,0.0953904956872835,-0.777920401593882,0.00520942835681842,0.00785511556724756,-0.322703690766281,0.238823120185669,0.29897446575482,-0.90184561274478,0.00137481653638822,0.00283846737205075,-0.249560950233628,0.407203073010493,0.484456138280215
"CM002236.1",90823,91623,".","+",-0.519718541057631,0.0732147963230286,0.0923442261893838,-0.806694669858088,0.00574944253758082,0.0085921513200818,-0.16308473369963,0.565776230518384,0.627497273847663,-0.392421758780253,0.170835562038365,0.210840145634133,-0.0470150020780323,0.881492255673945,0.903024890927049
"CM002236.1",180722,181522,".","+",-0.696226235973367,0.00995760980175691,0.0151853549476793,-0.974077876409035,0.000323987474699912,0.000694554618286392,-0.65984045326333,0.0131292235296465,0.0250275823533887,-0.939520245352433,0.000499290055486439,0.00120947157845271,-0.453401758489414,0.116757739590975,0.173712734513402
"CM002236.1",184751,185551,".","-",-0.971528895713889,0.00104352281810021,0.00219499627255561,-0.515015336229625,0.0724275637108282,0.0898315993529865,-0.615034025125078,0.0330604941194385,0.0553206771923772,-0.653246143026906,0.0237586236071003,0.0347321055345627,-0.436963976783697,0.169230460278688,0.232691882883196
"CM002236.1",185539,186339,".","+",-0.503138401700663,0.0689115088503923,0.0872445706388929,-0.203197837010249,0.454193275245112,0.487289324703162,-0.254978644278438,0.350198096721643,0.419612362321826,-0.220762244044439,0.416289433899654,0.468674849239375,-0.14856787680405,0.619410123725404,0.680235995122334
"CM002236.1",189295,190095,".","-",-0.887719749540807,0.00242015231608458,0.00436538226906654,-0.774194409868539,0.00673663861614492,0.00976303350201564,-0.786129798094786,0.00619587700689739,0.0139044597713316,-0.663899664199573,0.0199883633242541,0.0298048706457211,-0.828277762029817,0.00891375678466022,0.0240206056325583
"CM002236.1",189906,190706,".","+",-1.0217661782177,0.000484393665751872,0.00119057930300185,-0.722324780210788,0.0109650656042322,0.0153602484769099,-0.885232619455246,0.00210377523389992,0.00590776323686979,-0.648596933651378,0.0218608064181531,0.0321808805262848,-0.976177893554659,0.00209995751339494,0.00894016489215751
"CM002236.1",193764,194564,".","-",-0.667323441970848,0.0120694853433677,0.0179969437008883,0.0839685921959082,0.743296856747501,0.763175782125207,-0.327332330160476,0.20869150255633,0.265212117832003,0.31914538423189,0.210705224332427,0.253604636985222,-0.223337946922159,0.434512430066214,0.513306057349347
"CM002236.1",195035,195835,".","-",-0.933962665206563,0.00109916389184971,0.00228340238833175,-0.183820372745486,0.498325006091538,0.529076074505414,-0.29619548998745,0.277492170503274,0.342904689516937,-0.264469577582083,0.33099170480711,0.379002446971964,-0.651387034263978,0.0334322014355047,0.0650954755861531
"CM002236.1",195990,196790,".","-",-0.455336838959734,0.102898129517304,0.126455393600936,0.43248587611019,0.107244703312679,0.128044832602861,-0.0948719372122831,0.72714311095223,0.772014283938206,0.863526988742315,0.00122513856204827,0.00256896242229496,-0.187014756261167,0.536573299645241,0.609205895197897
"CM002236.1",197694,198494,".","+",-0.867422106136924,0.00345577050998333,0.00596098203650081,-0.319578842889606,0.260909423552343,0.289372269758054,-0.460869196246,0.108116854911249,0.151770731475832,-0.0715380948800822,0.798526036416958,0.818032015932487,-0.870752681541799,0.00672622004047198,0.0197951475752487
"CM002236.1",209043,209843,".","-",-0.910898745890566,0.00175915894627579,0.00341154812991634,-0.321244484392231,0.251479512496882,0.280769971523142,-0.367238512094109,0.192422271250845,0.247822157407518,0.303900532941423,0.268434796088415,0.317112232703039,-0.625640811308553,0.0461167436799663,0.0838599864749523
"CM002236.1",209986,210786,".","+",-0.76475568761928,0.00730400554970441,0.0116413010067735,-0.00917166437418928,0.973147592807842,0.974599159360757,-0.109740925779229,0.690462902745408,0.739004280010123,0.798813961329379,0.0030866569274629,0.00572139999538013,-0.146364165028718,0.630715479117907,0.688146482094497
"CM002236.1",214119,214919,".","+",-1.00593165716444,0.000767589807666057,0.00171684253647975,-0.59816817984368,0.038379924170643,0.0496202873188853,-0.236937009340936,0.4082134258604,0.474716133019634,0.00939848267639321,0.973498182381966,0.979336252441228,-0.532755695121945,0.0958265719951873,0.14959737839516
"CM002236.1",216221,217021,".","-",-1.45657218987652,4.7990267480607e-06,3.25267368479669e-05,-1.39300885613559,7.3600287620748e-06,3.04850574034086e-05,-1.15414751343347,0.000187810078862437,0.000947523029448837,-1.41644967312492,6.14769438911105e-06,3.66846603918497e-05,-1.05329741497331,0.00180667004445809,0.00792336993353842
"CM002236.1",220679,221479,".","-",-1.13918702990204,0.000143756817367057,0.000435612709828422,-1.0848260729891,0.000257585997609047,0.000562997408454952,-1.23400882291197,3.77904648909532e-05,0.000309236609046702,-1.16881729690255,8.30802238610404e-05,0.00027263631272776,-0.791558816335594,0.0149718206474165,0.0342102318820955
"CM002236.1",224161,224961,".","+",-0.708057192235813,0.0102588615125579,0.0155739730201953,-1.21233083372905,1.73542352095052e-05,5.77862179576811e-05,-0.388740308274196,0.15211806385641,0.203503631194838,-0.823883529949423,0.00291236432344759,0.00547393966676005,-0.465900585677406,0.118135348588106,0.174600922692993
"CM002236.1",245948,246748,".","-",-1.30017879408714,9.10437368309353e-06,5.13364263979475e-05,-1.30808860782736,5.4223800986176e-06,2.44189063501504e-05,-0.924644456613392,0.00115273488152855,0.00375478206556145,-0.906833896592729,0.0013008711721858,0.00271082160415116,-0.900570292658169,0.00358302400633667,0.0124358265403732
"CM002236.1",247178,247978,".","-",-0.85735740518349,0.00363030594163303,0.00621412062968307,-0.357310592451475,0.210849084811115,0.238181373582926,-0.449641383180806,0.113771344587254,0.158254321170714,-0.310310158858717,0.274233132724878,0.323392674970814,-0.16660688124214,0.595685411054901,0.660214716318616
