# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-40_ChIP_cac-2_K27me3_AbC_Rep_1
#
# total peaks = 565
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 178
# genome size = 41228677
# Total tags = 1661921.0
# Total tags in peaks = 647179.0
# Approximate IP efficiency = 38.94%
# tags per bp = 0.040294
# expected tags per peak = 6.044
# maximum tags considered per bp = 4.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 16.0
# number of putative peaks = 47075
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-45_ChIP_cac-2_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 93
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-40_ChIP_cac-2_K27me3_AbC_Rep_1 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-40_ChIP_cac-2_K27me3_AbC_Rep_1_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-45_ChIP_cac-2_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002238.1-9642	CM002238.1	4721925	4829907	+	287270.0	107982.000	27.000000	47742.0	2973.8	16.05	0.00e+00	0.86
CM002241.1-4903	CM002241.1	3701976	3755617	+	140996.5	53641.000	26.500000	23432.5	1583.7	14.80	0.00e+00	0.95
CM002238.1-11893	CM002238.1	5241578	5274657	+	106292.7	33079.000	17.500000	17665.0	1138.0	15.52	0.00e+00	0.94
CM002238.1-11927	CM002238.1	216035	253710	+	86809.2	37675.000	17.000000	14427.0	1140.0	12.66	0.00e+00	0.85
CM002237.1-132	CM002237.1	334	22890	+	84721.2	22556.000	145.000000	14080.0	957.0	14.71	0.00e+00	0.85
CM002240.1-5402	CM002240.1	6409860	6436145	+	83361.4	26285.000	23.000000	13854.0	797.9	17.36	0.00e+00	0.84
CM002239.1-1036	CM002239.1	181	25571	+	82669.4	25390.000	74.000000	13739.0	747.4	18.38	0.00e+00	0.93
CM002238.1-10435	CM002238.1	276786	302424	+	81712.7	25638.000	22.500000	13580.0	821.1	16.54	0.00e+00	0.82
CM002240.1-6363	CM002240.1	6209448	6242472	+	78869.6	33024.000	17.500000	13107.5	989.1	13.25	0.00e+00	0.85
CM002240.1-4759	CM002240.1	6022138	6056032	+	76754.6	33894.000	29.000000	12756.0	1002.0	12.73	0.00e+00	0.86
CM002242.1-2304	CM002242.1	4230665	4255175	+	75409.7	24510.000	17.000000	12532.5	1117.7	11.21	0.00e+00	0.93
CM002238.1-9808	CM002238.1	4623189	4663254	+	75316.5	40065.000	26.000000	12517.0	1092.4	11.46	0.00e+00	0.95
CM002241.1-7853	CM002241.1	3757596	3783978	+	71432.4	26382.000	16.000000	11871.5	840.1	14.13	0.00e+00	0.95
CM002239.1-5408	CM002239.1	318094	344524	+	68760.8	26430.000	29.500000	11427.5	761.0	15.02	0.00e+00	0.92
CM002238.1-9079	CM002238.1	380155	404199	+	63974.2	24044.000	31.000000	10632.0	734.2	14.48	0.00e+00	0.88
CM002240.1-5791	CM002240.1	637520	667081	+	61967.4	29561.000	20.000000	10298.5	943.7	10.91	0.00e+00	0.85
CM002237.1-2179	CM002237.1	4461362	4478550	+	60580.5	17188.000	17.500000	10068.0	684.9	14.70	0.00e+00	0.72
CM002238.1-117	CM002238.1	206	16968	+	60090.1	16762.000	140.000000	9986.5	756.4	13.20	0.00e+00	0.78
CM002241.1-4041	CM002241.1	3793448	3812429	+	57373.4	18981.000	33.000000	9535.0	577.2	16.52	0.00e+00	0.87
CM002239.1-4713	CM002239.1	372528	398663	+	53212.5	26135.000	34.500000	8843.5	770.2	11.48	0.00e+00	0.92
