# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-36_ChIP_cac-3_K27me3_AM_Rep_2
#
# total peaks = 765
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 152
# genome size = 41234200
# Total tags = 3187753.5
# Total tags in peaks = 435632.0
# Approximate IP efficiency = 13.67%
# tags per bp = 0.077110
# expected tags per peak = 11.567
# maximum tags considered per bp = 7.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 24.0
# number of putative peaks = 84209
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-46_ChIP_cac-3_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 155
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-36_ChIP_cac-3_K27me3_AM_Rep_2 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-36_ChIP_cac-3_K27me3_AM_Rep_2_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-46_ChIP_cac-3_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002239.1-9116	CM002239.1	5068680	5101018	+	41974.7	32338.000	29.500000	13380.5	1792.7	7.46	0.00e+00	0.84
CM002242.1-1565	CM002242.1	908311	930046	+	38881.6	21735.000	45.500000	12394.5	1254.9	9.88	0.00e+00	0.92
CM002238.1-6131	CM002238.1	4797871	4829575	+	34998.0	31704.000	33.500000	11156.5	1648.3	6.77	0.00e+00	0.87
CM002238.1-1516	CM002238.1	380457	400970	+	32601.3	20513.000	67.000000	10392.5	1167.5	8.90	0.00e+00	0.83
CM002240.1-7403	CM002240.1	643232	665489	+	29999.2	22257.000	27.500000	9563.0	1344.6	7.11	0.00e+00	0.84
CM002239.1-6631	CM002239.1	716912	735472	+	26821.4	18560.000	34.000000	8550.0	1054.7	8.11	0.00e+00	0.87
CM002239.1-4873	CM002239.1	5137521	5157463	+	24296.1	19942.000	41.500000	7745.0	1192.7	6.49	0.00e+00	1.03
CM002238.1-4102	CM002238.1	448008	462740	+	21846.1	14732.000	41.500000	6964.0	829.4	8.40	0.00e+00	0.91
CM002237.1-1576	CM002237.1	579395	597398	+	19300.4	18003.000	43.000000	6152.5	1051.4	5.85	0.00e+00	0.89
CM002238.1-6300	CM002238.1	4640529	4658324	+	18384.4	17795.000	33.000000	5860.5	968.1	6.05	0.00e+00	0.96
CM002241.1-1637	CM002241.1	151757	166886	+	17195.5	15129.000	47.000000	5481.5	852.2	6.43	0.00e+00	0.89
CM002236.1-2445	CM002236.1	8101184	8111670	+	17157.9	10486.000	43.000000	5469.5	645.7	8.47	0.00e+00	0.83
