"seqnames","start","end","name","strand","logFC_cac1","PValue_cac1","FDR_cac1","logFC_cac2","PValue_cac2","FDR_cac2","logFC_cac3","PValue_cac3","FDR_cac3","logFC_set7","PValue_set7","FDR_set7"
"CM002236.1",1150,3878,".","-",-0.275486746389367,0.287062141613754,0.998596334669452,-0.0587157658257763,0.819432843639283,0.84716749373169,0.550149148402962,0.0333829683749842,0.138723759673265,1.02927771732133,9.3896863550621e-05,0.000876370726472463
"CM002236.1",2177,6443,".","+",-0.251703199762068,0.344743978829971,0.998596334669452,-0.148627651008089,0.575812505319415,0.652522771626723,0.319274615627461,0.229835805030106,0.644793436546577,0.440667715382197,0.0983981995307092,0.339095333767367
"CM002236.1",14929,16647,".","+",0.575870385636669,0.0520290804164377,0.794625955451048,0.758504959364693,0.00942777524268206,0.0745348819186158,2.08287677683574,1.43288444696379e-11,1.55306185219301e-10,0.913214810028674,0.00190612187190334,0.0145558397490801
"CM002236.1",16440,19615,".","+",-0.276164418280468,0.329556104144709,0.998596334669452,1.18767684607536,2.6608719135464e-05,0.000525913507618583,2.3847981972708,5.46726535411348e-15,9.42051876401092e-14,2.10176635837624,2.03009386305049e-12,5.45689230387971e-11
"CM002236.1",33980,39245,".","+",-0.161553166316949,0.569601385247313,0.998596334669452,0.520049627960125,0.0637205046971705,0.213994436010684,1.70166218667753,7.41025858785607e-09,6.30340983675858e-08,1.75908401574097,2.73358061246897e-09,5.24847477594042e-08
"CM002236.1",40949,43632,".","-",-0.127855377415644,0.664337419010388,0.998596334669452,0.343749281624655,0.231630255949468,0.37238165549771,2.02309228654001,3.29418557933679e-11,3.40568109125281e-10,0.287894357096725,0.319069039203326,0.570251048788923
"CM002236.1",43708,45551,".","-",0.0944961951723101,0.746211956799404,0.998596334669452,0.481129604937166,0.089451520039541,0.246909525753641,0.797782399709203,0.0048577890121657,0.0228282113019255,0.381357866013006,0.18195173663581,0.455106565846486
"CM002236.1",45331,49154,".","-",0.415769840269018,0.126108866878231,0.998596334669452,1.15372768740027,2.77799779234629e-05,0.000533375576130488,3.00845846878908,1.28059001956809e-21,3.44222597259903e-20,1.84099973500641,1.35008134057478e-10,2.74925654807954e-09
"CM002236.1",58145,61150,".","+",-0.155229276735543,0.572987892324346,0.998596334669452,0.166550143264918,0.537425891400318,0.625910223606609,0.451926668406663,0.0937667402683316,0.330284208101343,0.557512114725477,0.0400677082661272,0.181929053748902
"CM002236.1",90323,92593,".","+",0.0118299399709234,0.96787434426445,0.998596334669452,0.385793591889862,0.175597971587115,0.333338522334862,0.603876983401487,0.0338834300719386,0.138839420782578,0.275451915247648,0.337304510924588,0.577611448042147
"CM002236.1",180222,181975,".","+",0.352860635518751,0.210505425963525,0.998596334669452,0.611965066109488,0.0272091405934195,0.143968846787156,0.327084825952714,0.236369079053118,0.656363723651632,0.598420277900484,0.0318189095735991,0.157222847304843
"CM002236.1",182427,186051,".","-",-0.153094638909874,0.59578945152169,0.998596334669452,0.118074888970977,0.676951687830704,0.725536737196544,-0.112297275941069,0.692127409077683,0.96100540373408,0.0874965862283283,0.758631320314987,0.845439879356006
"CM002236.1",185039,188208,".","+",-0.179813458680219,0.523144497008931,0.998596334669452,0.206848418705866,0.452479707924417,0.549272604173644,-0.125854268880868,0.648334561546259,0.96100540373408,0.258095539758034,0.350727793219662,0.58194833837929
"CM002236.1",188530,190595,".","-",0.00323570723988346,0.991196999733795,0.999831449943892,0.290803100132956,0.306701691387044,0.429391589046823,0.00591539224846045,0.98338383939265,0.999706027358622,0.100921444317204,0.725483500101005,0.827677281651617
"CM002236.1",189406,191138,".","+",-0.0832906343304822,0.776233990499221,0.998596334669452,0.348091379093376,0.219757846536504,0.365564697039011,0.030990007202973,0.912986007887544,0.98301598303568,0.237778960363385,0.406238731335309,0.623270382322666
"CM002236.1",193143,195064,".","-",-0.23975770105454,0.405617535479976,0.998596334669452,0.101538452443799,0.715764728191363,0.759863976847703,-0.525385790791581,0.0636544254867711,0.236330242691216,0.0403915473224311,0.886002727792094,0.931355523671396
"CM002236.1",195020,196335,".","-",0.190372901537862,0.530073668835292,0.998596334669452,0.386565585864706,0.190372678777925,0.345356239072523,-0.184438074688127,0.535010083073832,0.943916642622812,0.455770602248008,0.125912770233103,0.388134777966264
"CM002236.1",195780,197290,".","-",0.397682153324168,0.174794764513898,0.998596334669452,0.431301006116714,0.130700786796829,0.287029178847939,0.104825748045656,0.713422248508448,0.96100540373408,0.507782524145503,0.0778156824955906,0.288984501280711
"CM002236.1",197194,198497,".","+",0.29130168720714,0.336097210668156,0.998596334669452,0.506672385199694,0.0845428944488362,0.238709349032008,0.0326437656215347,0.911724315391269,0.98301598303568,0.259383504553183,0.383205200537943,0.603077036912173
"CM002236.1",208394,210343,".","-",-0.415027334503376,0.143928410102209,0.998596334669452,0.0648180258627796,0.811254535011017,0.840004695727895,-0.233914601401652,0.390694012026808,0.854710748721946,0.0357417940244005,0.89636127950497,0.936788149031633
"CM002236.1",209486,212487,".","+",-0.338238201566308,0.242449977179638,0.998596334669452,0.182673577114158,0.514400050989246,0.600133392820787,-0.316232743919066,0.262731889872141,0.698426376154607,0.298530127459683,0.289082537971328,0.538125943259647
"CM002236.1",213619,215734,".","+",0.523389632266021,0.0775274260186377,0.998596334669452,0.98793511514818,0.000793504913023018,0.010455594148068,0.954723191861834,0.00114545069346492,0.00587589974052233,0.897731927299624,0.0023701220682873,0.0178957531448209
"CM002236.1",216104,217521,".","-",0.390169473698093,0.210073807366162,0.998596334669452,0.687677959412952,0.0232668348262566,0.130294275027037,0.236340625935132,0.435036595993278,0.888585387560738,0.435974218010457,0.153435273242262,0.436900439062711
"CM002236.1",219395,221979,".","-",0.0540976888977484,0.855791387223793,0.998596334669452,0.129068034392315,0.658876596690668,0.710698351486563,0.0262659054602196,0.928317579174838,0.986917517105742,0.129611328196946,0.659716767563576,0.782643221496956
"CM002236.1",223661,224874,".","+",0.128937123007912,0.666554382648958,0.998596334669452,0.379011176231071,0.190298465242006,0.345356239072523,0.0493283855997675,0.865063600131903,0.982129354887578,0.224154041533738,0.443722869796075,0.655199981748479
"CM002236.1",243323,247248,".","-",0.261098767064404,0.35694630628863,0.998596334669452,0.573716577905949,0.0408416268116527,0.177068214306004,0.048429880180046,0.862576504357285,0.982129354887578,0.395032419758692,0.159937882464238,0.451589315193143
