"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002236.1.1201.1500",-0.779678967531868,-0.92330210721309,-0.885436576628877,-0.991255213635036,-1.11249850334779
"CM002236.1.1501.1800",1.16304571567984,1.66337723654217,1.27670348206813,1.52478713475455,1.72636144326467
"CM002236.1.1801.2100",1.49361098934782,1.37755831174409,1.11934129247378,1.4622474319266,1.61167412944183
"CM002236.1.2401.2700",0.987917513873065,0.689757010033748,0.66138238717456,-0.194548806755668,0.340923075669492
"CM002236.1.3001.3300",-1.72399846196629,-1.34012864524389,-1.84603781487883,-1.04762553626261,-2.36300371125763
"CM002236.1.3301.3600",0.475804206867788,0.959538002154441,0.402543336555524,1.03952535435783,0.436490735469519
"CM002236.1.3901.4200",1.3773377822849,1.00437228106912,1.03553487986033,1.20635379054511,0.82322654673754
"CM002236.1.4201.4500",1.01664193178072,0.502919507519159,0.593917791497187,0.636616141247269,0.981627342030399
"CM002236.1.15001.15300",0.219317650618264,-0.0826294966724639,0.291697023821254,0.827949469356313,0.789342459669126
"CM002236.1.16501.16800",-0.710742818524304,-0.41008608210929,0.0146621905595914,-0.822317905195778,-1.46958656411022
"CM002236.1.17101.17400",-1.78058035856579,-2.23700128437669,-1.91222295238329,-3.13677607013389,-2.1020629940068
"CM002236.1.17701.18000",0.710627717243316,0.0741201548865479,0.40102085036738,-0.0234879678305895,0.993240656440739
"CM002236.1.18001.18300",0.449526294726013,0.308746177771876,0.757024481928589,0.378488610385197,1.13266624345139
"CM002236.1.18301.18600",1.35237657501931,0.943998320983973,0.676674613156444,0.293523528420674,0.927943095951254
"CM002236.1.18601.18900",1.50398228271895,1.36050909792373,1.37487164119843,0.82417642940572,1.33607677090153
"CM002236.1.18901.19200",1.26812901626808,0.861214276026152,0.767078446535731,0.80022821975069,0.875671343609173
"CM002236.1.34201.34500",-1.18426327038424,-1.39957762675866,-1.6263409169504,-1.84768997489673,-1.57833772419565
"CM002236.1.34501.34800",-0.713836585687625,-0.684817880649871,-1.16579483872765,-1.22351013570874,-0.902673865439613
"CM002236.1.35701.36000",0.612288995206905,-0.166859798100937,0.39364278209545,0.331726793717597,0.913573455292851
"CM002236.1.36001.36300",0.230330459247056,0.346050381906287,0.898441001425862,0.300146462744441,1.23352143738975
"CM002236.1.36901.37200",0.538137537643095,0.801609217271194,0.10892530410062,0.392474773403142,0.145881194133452
"CM002236.1.38101.38400",0.0349462637342057,0.120485766138279,0.464691322881039,0.778816840714545,0.395371314083065
"CM002236.1.41701.42000",0.0729338501905403,0.563071669363097,0.571640614088786,1.14621985727146,1.00434402194313
"CM002236.1.42001.42300",0.167115831338208,0.398478218621032,0.455254291675471,0.998961955769221,0.911432213736013
"CM002236.1.42301.42600",0.35868056397922,1.15416202501899,0.73551866650853,1.00812174427375,0.734387790788318
"CM002236.1.42601.42900",-0.120716026842293,1.00784995100588,0.824322758096099,0.823152739685059,1.14336934267955
"CM002236.1.42901.43200",0.182232063505408,1.05696118733504,0.842675196960854,1.09244156713935,0.368288673462363
"CM002236.1.43801.44100",0.211192859416009,0.793335312197943,0.874713218118612,1.20723333923228,0.587155305063495
"CM002236.1.44101.44400",-0.114216362272125,1.21298873297109,1.35557586162662,1.44642236701949,1.29429442282555
"CM002236.1.44701.45000",-1.01818067217305,-1.54837151996657,-0.820905120518264,-0.705597062490703,-0.550908829409657
"CM002236.1.45001.45300",-0.81054453342807,-0.592695573637327,-0.288074852607227,-0.271876884266715,-0.383939624093456
"CM002236.1.46201.46500",0.133217604057366,0.299759434689054,0.618401956332248,1.05033761121987,0.653356820775144
"CM002236.1.46501.46800",0.635111060349196,0.875850378608699,0.565153769547904,1.14982257022391,0.64515869999151
"CM002236.1.46801.47100",1.01628212290666,1.2122586766112,1.10212573094475,1.29496917558393,0.950470520190325
"CM002236.1.47101.47400",0.206169848839876,0.603604393836078,0.807156112181739,0.746417710687089,0.86209965784872
"CM002236.1.47401.47700",0.948141836547423,0.719140450536151,0.820830563342158,1.16517938540238,0.442562089576567
"CM002236.1.48001.48300",-0.583872023283426,-0.338865741575122,-0.478544563180634,-1.12122746622537,-1.08202166446859
"CM002236.1.48301.48600",-2.11056255261994,-1.91805992298123,-2.00776380347723,-2.00194048899866,-1.45453759223707
"CM002236.1.48601.48900",-1.17023875819337,-0.830865819688066,-0.653324776469222,-0.652595702456458,-0.647010541972974
"CM002236.1.59401.59700",0.384640143722665,0.902273693614894,0.46441629811092,-0.224681812200894,0.0831233430586345
"CM002236.1.59701.60000",0.316616956326061,1.1976407694337,0.559710589895946,0.571740296075795,0.224339467277252
"CM002236.1.60001.60300",0.951999079095886,1.13680312754089,1.16086109827734,0.901277204682204,1.59295712663485
"CM002236.1.60301.60600",1.13521867076485,0.691775098366648,1.02044654473199,1.06285694786496,0.971901993367691
"CM002236.1.90901.91200",-0.859929259133062,-0.379985046517338,0.255883501965271,0.273662060267431,0.338451816636777
"CM002236.1.92101.92400",-1.0908481169335,-1.11869951259494,-0.433160963991352,-0.774708309355365,-0.127465839870816
"CM002236.1.180301.180600",0.149379817976122,0.776115096479713,0.334086742258098,0.135695001116291,0.472051034497916
"CM002236.1.180901.181200",-0.868503895479856,-0.350880761551456,0.000563760107365257,0.0120022974460081,-0.0487546015453953
"CM002236.1.181201.181500",0.269497781726734,0.75884231078122,0.657912660919669,1.09416375879165,-0.067622949930421
"CM002236.1.185401.185700",-0.78541216126163,-0.883378428792534,-0.204705827962505,-1.25166687619756,0.231116809455234
"CM002236.1.185701.186000",-1.31468058152128,-1.34846874927855,-1.07800402459272,-1.82763097774746,-1.18205143502902
"CM002236.1.189601.189900",-1.02847456563927,-0.659372102793842,-0.370577387523074,-0.494100724519227,-0.784449537158528
"CM002236.1.189901.190200",-1.38903352990895,-0.576385344365694,-0.224587434723026,-1.41448702156092,-0.944741716028657
"CM002236.1.194101.194400",-0.978377122531009,-0.886399349173994,-0.475965444084425,-0.384943317567844,-0.671145484082297
"CM002236.1.194401.194700",-1.31739256737793,-1.6378165600508,-1.33520315677149,-1.447514451907,-1.5597372159883
"CM002236.1.194701.195000",-1.15662777500236,-1.61267369749391,-0.447430567593071,-1.27609962995368,-1.04855510447373
"CM002236.1.195301.195600",-0.468754528578457,-0.823239488968312,-0.617954748274836,-1.06341466557597,-0.0616112736325589
"CM002236.1.195601.195900",-0.730277015937687,-1.25142622343235,-0.34918072919177,-0.428406017048442,-0.0699642566811782
"CM002236.1.195901.196200",-0.891089953958923,-0.898015573740909,-0.404155196452952,-0.985558512343061,0.262219710359125
"CM002236.1.196201.196500",-0.896728313293942,-1.32534052450028,-0.73543868368642,-1.1589560308335,-0.823159370498445
"CM002236.1.196501.196800",-1.65001971394934,-1.55073908387818,-1.39126011552969,-1.26217466231963,-1.0043713319635
"CM002236.1.196801.197100",-1.81656959885251,-2.00800584580752,-2.30755821300453,-2.47720641501014,-1.24095103908322
"CM002236.1.197401.197700",-1.71022402784786,-2.0083843254249,-1.46381038641249,-1.69232721826687,-1.46728629717401
"CM002236.1.197701.198000",-1.28060891755965,-1.31656226916977,-1.47709150773471,-1.07252961277102,-0.605298944012078
"CM002236.1.198001.198300",-1.16668850809847,-1.1856241494249,-0.548348823621258,-1.36174626392054,-0.597860428507941
"CM002236.1.208501.208800",-0.907579632919586,-1.09862309009319,-0.556087167088622,-0.934124916015124,-0.27112697608619
"CM002236.1.209101.209400",-0.481711972465602,-0.709939867123257,0.0249674053709924,-1.15293074237689,-0.134432137170409
"CM002236.1.209401.209700",-0.24523725148472,-0.210907283009134,-0.226393085457046,-1.04374456838525,0.0397062692396678
"CM002236.1.209701.210000",-0.761682749854947,-0.842831817667507,-0.62218237268895,-1.00038003058716,-0.657821208020419
"CM002236.1.210001.210300",-1.55752251008513,-1.49382283134334,-0.75663859070316,-1.32021221755808,-1.23365221319101
"CM002236.1.210301.210600",-0.899359078961532,-0.790727269030108,-0.213850889518097,-0.659564663877277,0.34925753960748
